번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,2538페이지중 980페이지까지만함
39133,도리섬상점가,홍익궁중전통육개장 고잔점,"경기도 안산시 단원구 광덕3로 175-13, 101,102,103호",강덕령,314131002,한식,,,
39132,도리섬상점가,황소불화로구이,"경기 안산시 단원구 광덕동로 101, 105호",채명숙,314020920,한식,,,
39131,도리섬상점가,황소숯불꼼장어구이,"안산시 단원구 광덕3로 175-11, 101호",최현정,314391560,한식,,,
39130,도리섬상점가,파스타마니아앤브로스피자(고잔점),"경기 안산시 단원구 광덕3로 167-10, 1층 108호",이국,314063334,피자,,,
39129,도리섬상점가,라라프트 커피,"경기 안산시 단원구 광덕동로 95, 105호",박대웅,7082450808,"커피숍,경영자문",,,
39128,도리섬상점가,카페봄날,"경기도 안산시 단원구 광덕3로 167-10 (고잔동), 유니프라자 103호",김현정,314863177,커피숍,,,
39127,도리섬상점가,바른치킨 안산고잔신도시점,"경기 안산시 단원구 광덕동로 95, 1층 102호",엄현순,314871888,치킨,,,
39126,도리섬상점가,청춘치킨,"경기도 안산시 단원구 광덕3로 167-12, 104호(그린타운)",이정윤,314114345,치킨,,,
39125,도리섬상점가,골드문,"경기도 안산시 단원구 광덕3로 167-16, 204호",배주희,314053570,체형관리,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
39124,도리섬상점가,공간지물,"경기도 안산시 단원구 광덕동로 91(고잔동), 104(고잔동, 씨티프라자)",김미영,-,"지물, 도배, 벽지",,,
39123,도리섬상점가,응답하라beer썸(비어썸),"경기도 안산시 단원구 광덕3로 175-11, 112호",복영민,314131988,주류,,,
39122,도리섬상점가,아르데코,"경기도 안산시 단원구 광덕3로 175-13, 112호, 113호",최정윤,314849343,"족자, 액자",,,
39121,도리섬상점가,고잔 자동차 정비,"경기도 안산시 단원구 광덕동로 101, 101,102,103호(제일프라자)",김재기,314378585,"자동차정비,자동차타이어",,,
39120,도리섬상점가,고기야,"경기도 안산시 단원구 광덕동로 107, B동 1층(고잔동, 중앙주차장)",박승철,314145037,일반음식점업,,,
39119,도리섬상점가,복다,"경기도 안산시 단원구 광덕3로 167-10 (고잔동), 105호",김관홍,314021800,일반음식점,,,
39118,도리섬상점가,셀프맥주,"경기도 안산시 단원구 광덕3로 167-10, 106호, 107호",이은숙,314141544,일반음식점,,,
39117,도리섬상점가,엘비어,"경기도 안산시 단원구 광덕3로 175-11, 103, 104호",김동우,-,일반음식점,,,
39116,도리섬상점가,양푼이김치찌개,"경기도 안산시 단원구 광덕3로 175-13(대우타운), 106호",김강수,314035767,일반음식,,,
39115,도리섬상점가,서기남헤어클리닉,"경기도 안산시 단원구 광덕동로 99 (고잔동), 104호",서기남,314100523,일반미용업,,,
39114,도리섬상점가,디엠넷,"경기도 안산시 단원구 광덕4로 180, 114호 (부원프라자)",심재윤,-,인쇄,,,
39113,도리섬상점가,PATRICK,"경기도 안산시 단원구 광덕4로 180, 부원프라자 108호",장병호,-,의류,,,
39112,도리섬상점가,창. 이삭,"경기도 안산시 단원구 광덕4로 180, 115호",전미숙,314051216,의류,,,
39111,도리섬상점가,하남돼지집(고잔점),"경기도 안산시 단원구 광덕3로 167-6, 105,106,107호",유리,314119293,음식,,,
39110,도리섬상점가,한성유통,"안산시 단원구 광덕3로 175-13, 111호",황영이,-,"완구,액세서리",,,
39109,도리섬상점가,제일비젼골프존스크린,"경기 안산시 단원구 광덕동로 101, 4층 404,405호",김시태,314752121,실내스크린골프연습장,,,
39108,도리섬상점가,코코마켓,"경기도 안산시 단원구 광덕3로 167-16, 1층 104호",권영빈,314820908,"생활용품, 잡화",,,
39107,도리섬상점가,파크랜드 안산고잔점,"경기도 안산시 단원구 광덕4로 180, 109~11호(부원프라자)",한태희,314015085,상품종합중개업,,,
39106,도리섬상점가,복권방 편의점,"경기도 안산시 단원구 광덕3로 175-13, 110호",강나경,314823377,"복권, 담배",,,
39105,도리섬상점가,엔젤헤어카페,"경기 안산시 단원구 광덕3로 167-10, 2층 201,202호",김경희,314037009,"미용업, 피부미용업",,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
39104,도리섬상점가,디아트헤어,"경기도 안산시 단원구 광덕동로 95, 108호",장봉숙,-,미용,,,
39103,도리섬상점가,예당떡방앗간,"경기 안산시 단원구 광덕동로 95, 101호",안성기,314117788,떡방앗간,,,
39102,도리섬상점가,아모르헤어,"경기도 안산시 단원구 광덕동로 110 (고잔동), 1층106호",박정녀,314859447,두발미용업,,,
39101,도리섬상점가,39도시락,"경기도 안산시 단원구 광덕4로 180(고잔동), 129호",서효준,314393933,도시락,,,
39100,도리섬상점가,찌샵네일,"경기도 안산시 단원구 광덕4로 180, 126호",신지희,314015831,"네일아트, 화장품 판매",,,
39099,도리섬상점가,스타꽃화원,"경기도 안산시 광덕3로 167-6, 112호",권오순,314874477,꽃화원,,,
39098,도리섬상점가,삼부자통돼지김치찌개,"경기도 안산시 단원구 광덕3로 175-3, 삼부자통돼지김치찌개",손민,314390037,기타잡화,,,
39097,도리섬상점가,이브자리 고잔점,"경기도 안산시 단원구 광덕3로 167-6 (고잔동), 이브자리고잔점",석채순,314162942,기타잡화,,,
39096,도리섬상점가,coffeebean커피콩,"경기도 안산시 단원구 광덕4로 180 (고잔동), 106호 커피콩",김경민,314052027,기타음식,,,
39095,도리섬상점가,노가리와 포차차,"경기도 안산시 단원구 광덕3로 175-3, 104호",최순임,314029944,기타음식,,,
39094,도리섬상점가,목련카페,"경기도 안산시 단원구 광덕4로 180 (고잔동), 106호 목련카페",박목련,314052027,기타음식,,,
39093,도리섬상점가,본돈까스,"경기도 안산시 단원구 광덕동로 99, 111호(현대타운)",정영숙,-,기타음식,,,
39092,도리섬상점가,오마이호프,"경기도 안산시 단원구 광덕3로 167-10, 105호(유니프라자)",강미진,314395552,기타음식,,,
39091,도리섬상점가,카페디바이드,"경기도 안산시 단원구 광덕3로 167-18 (고잔동), 105호 카페디바이드",한정희,314117666,기타음식,,,
39090,도리섬상점가,참다한 홍삼 안산 중앙역점,"경기도 안산시 단원구 광덕동로 91, 115호(시티프라자)",김미하,314390010,건강기능식품판매업,,,
39089,도리섬상점가,한삼인 안산고잔점,"경기도 안산시 단원구 광덕동로 95, 104호",이혜란,314833434,건강기능식품,,,
39088,도리섬상점가,라온디자인,"경기 안산시 단원구 광덕4로 180, 117호",김연화,314024422,간판및광고물,,,
39087,도림시장,전주본가떡방앗간,"서울시 영등포구 도림로 369-7, 1층",최석환,28458337,방앗간,,,
39086,도림시장,도림마트,"서울특별시 영등포구 50, 도림시장",유재명,28454107,마트,,,
39085,도림시장,(주)태인전자,"서울특별시 영등포구 도림로 331 (도림동), 1층",윤준수,28494848,가전제품,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
39084,도마큰시장,선물의집,"대전광역시 서구 도마2길 51, 선물의집",이동규,425349696,화장품 및 방향제 소매업,,,
39083,도마큰시장,미소화장품,"대전광역시 서구 도마1동 132-11, 미소화장품",이영희,425310743,화장품,,,
39082,도마큰시장,보떼도마점,"대전광역시 서구 도마2길 55, 1층, 보떼 화장품",한춘난,428239111,화장품,,,
39081,도마큰시장,삼광,"대전광역시 서구 도화공원길 19, 삼광화장품",이형숙,425223375,화장품,,,
39080,도마큰시장,투스킨화장품,"대전광역시 서구 계백로 1461, 투스킨화장품",김경환,422551725,화장품,,,
39079,도마큰시장,한빛화원,"대전광역시 서구 도마5길 58 (도마동), 한빛화원",고광덕,415359110,화원,,,
39078,도마큰시장,들뫼풀 한약국,"대전광역시 서구 도마2길 59, 들뫼풀한약국",성만준,425366080,한약,,,
39077,도마큰시장,연우수산회도매센타,"대전광역시 서구 도마동 87-8, 연우수산회도매센타",하태환,425314140,"한식,활어회",,,
39076,도마큰시장,행복순대,"대전광역시 서구 도마4길 66 (도마동), 1층",진정자,-,한식 일반 음식점업,,,
39075,도마큰시장,남해횟집,"대전광역시 서구 도마5길 57, 도마동 1.2층",이연옥,425240730,한식,,,
39074,도마큰시장,대박김밥,"대전광역시 서구 도마2길 43, 대박김밥",배성희,-,한식,,,
39073,도마큰시장,도마녹두빈대떡,"대전광역시 서구 도마시장2길 39, 1층",안회숙,-,한식,,,
39072,도마큰시장,도마큰시장협동조합,"대전광역시 서구 도마5길 46 (도마동), 1층",김영구,425851932,한식,,,
39071,도마큰시장,동큐칼국수,"대전시 서구 도마2길 43, 1층(도마동), (도마동)",김덕미,-,한식,,,
39070,도마큰시장,둠벙오리쌈밥,"대전광역시 서구 도마9길 52(도마동), 둠벙오리쌈밥",이해숙,425283335,한식,,,
39069,도마큰시장,만나식당,"대전광역시 서구 도마4길 73, 1층 101호",김민지,425865040,한식,,,
39068,도마큰시장,메이드인맘,"대전광역시 서구 도마시장1길 39(도마동), 메이드인맘",김혜숙,-,한식,,,
39067,도마큰시장,수라간통뼈감자탕,"대전광역시 서구 도먀5길18, 수라간통뼈감자탕",권병찬,425289922,한식,,,
39066,도마큰시장,우래정,"대전광역시 서구 도마5길 7(1층), 우래정",한명옥,425242210,한식,,,
39065,도마큰시장,인만면옥,"대전광역시 서구 도마5길 18, 1층",백인만,425289030,한식,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
39064,도마큰시장,한민순대,"대전광역시 서구 도마시장 2길 39, 1층, 한민순대",민미남,425354641,한식,,,
39063,도마큰시장,한울해물칼국수,"대전광역시 서구 도마동 143-32, 대림연립 A동 101호",박한성,425268146,한식,,,
39062,도마큰시장,(주)예주식품,"대전광역시 서구 도마8길 16 (도마동), .",박희연,425247205,한과류,,,
39061,도마큰시장,명지정육점,"대전광역시 서구 도마시장2길 23 (도마동), 명지정육점",남기원,425312609,판매,,,
39060,도마큰시장,고려이동통신,"대전광역시 서구 도산로 60 (도마동), 고려이동통신",유지중,425255273,통신기기,,,
39059,도마큰시장,도마홈패션,"대전광역시 서구 유등로 385(도마동), 도마홈패션",정경희,425317169,"커튼및천막, 카페트",,,
39058,도마큰시장,하모니커텐,"대전광역시 서구 도마동 132-7, 하모니커텐",박순례,425353124,"커튼,수예",,,
39057,도마큰시장,아랑주이불,"대전광역시 서구 도마2길 53 (도마동), 아랑주이불",김석호,425243366,침구수예점,,,
39056,도마큰시장,시장닭집,"대전광역시 서구 도마시장2길 9, 시장닭집",이병천,425249986,"축산물,임산물",,,
39055,도마큰시장,한마음닭집,"대전광역시 서구 도마4길 36, 한마음닭집",김재필,425235245,축산물,,,
39054,도마큰시장,무공해지리산건강원,"대전광역시 서구 도마동 135-13 12||chr(47)||1, 무공해지리산건강원",임은규,425267106,"추출가공식품,",,,
39053,도마큰시장,양촌상회,"대전광역시 서구 도마4길 3, 1층",정일태,-,"청과물, 계란, 두부",,,
39052,도마큰시장,현대청과,"대전 서구 갈마로261번길 37, 2-233호",장승훈,425343585,청과,,,
39051,도마큰시장,지리산방앗간,"대전광역시 서구 도마동 135-13 12||chr(47)||1, 지리산방앗간",김영희,425297106,"즉석판매제조,가공",,,
39050,도마큰시장,빵나라,"대전광역시 서구 도마4길 69(도마동) 빵나라, 빵나라",이양량,425220480,제과점,,,
39049,도마큰시장,오목떡집,"대전광역시 서구 도마4길 3 (도마동), 오목떡집",주오목,425236389,제과점,,,
39048,도마큰시장,풍년떡전문,"대전광역시 서구 도마5길 60 (도마동), 풍년떡전문",서승직,425348544,제과점,,,
39047,도마큰시장,끼,"대전광역시 서구 도마2길 40 (도마동) 끼, 끼",손영자,425239115,정장,,,
39046,도마큰시장,대일총판,"대전광역시 서구 도마2길 78 (도마동), 대일총판",김대일,425338851,정장,,,
39045,도마큰시장,만냥하우스,"대전광역시 서구 도마2길 25 (도마동), 만냥하우스",조기화,425243663,정장,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
39044,도마큰시장,샤론숙녀복,"대전광역시 서구 도마2길 40 (도마동) 샤론숙녀복, 샤론숙녀복",정순애,425353875,정장,,,
39043,도마큰시장,큰옷크레빅대전도매,"대전광역시 서구 도마4길 69(도마동) 큰옷크레빅대전도매, 큰옷크레빅대전도매",민정자,425332533,정장,,,
39042,도마큰시장,새마을정육한우마을,"대전광역시 서구 도마2길 64, 1층 (도마동), 새마을정육한우마을",이진호,425328838,정육점,,,
39041,도마큰시장,후생사정육코너,"대전광역시 서구 도솔로 72 (도마동), 후생사정육코너",김승태,425323346,정육점,,,
39040,도마큰시장,광천젓갈,"대전광역시 서구 도마시장 2길 31, 대전광역시 서구 도마시장 2길 31",도연후,425241663,젓갈류,,,
39039,도마큰시장,강경젓갈,"대전광역시 서구 도마시장 2길 33 1층, 도마시장 2길",유영화,425317634,젓갈,,,
39038,도마큰시장,한국문구도매센타,"대전광역시 서구 계백로 1467(도마동), 한국문구도매센터",김수일,425267138,"전산용품,문구,지류,도서,과학",,,
