번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,2538페이지중 980페이지까지만함
39335,덕산면재래시장,대풍식당,"충청북도 제천시 덕산면 약초로3안길 14, 대풍식당",위용섭,436423044,일반한식,,,
39334,덕산면재래시장,대림마트,"충청북도 제천시 덕산면 약초로3안길 5, 대림마트",김진동,436423162,슈퍼 담배,,,
39333,덕산면재래시장,한아름마트,"충청북도 제천시 덕산면 약초로 86-1, 한아름마트",이창균,436423124,슈퍼,,,
39332,덕산면재래시장,다모아,"충청북도 제천시 덕산면 약초로3길 27-13, 다모아",임희규,436423010,가전제품 기타음식료및일용잡화,,,
39331,덕산시장,소문난돼지국밥,"경상남도 산청군 시천면 남명로 188-5, 소문난돼지국밥",조순이,559741616,한식,,,
39330,덕산시장,덕양약초,"경상남도 산청군 시천면 남명로 188-5, 덕양약초",성쌍임,559735374,약초,,,
39329,덕산시장,산청농산,"경상남도 산청군 시천면 남명로188-5, 산청농산",김순애,559740234,농산물,,,
39328,덕이동로데오메인타운,아토즈캠핑 일산점,"경기도 고양시 일산서구 탄중로 111 (덕이동), 양우로데오 메인타운 2-C동 2층",유승오,7088654455,캠핑용품,,,
39327,덕이동로데오메인타운,화풍짬뽕,"경기도 고양시 일산서구 탄중로 111 (덕이동), 4동 204,205,206호",이재영,319165859,중식 음식점,,,
39326,덕이동로데오메인타운,레노마골프 일산점,"경기도 고양시 일산서구 탄중로 111 (덕이동), 레노마골프 일산점",김현경,319135057,"의류,스포츠,스포츠의류(공무원복지카드 가맹점)",,,
39325,덕이동로데오메인타운,데상트골프 일산덕이,"경기도 고양시 일산서구 탄중로 111 (덕이동), 3C동 101호",최근하,50713510319,의류 및 잡화,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
39324,덕이동로데오메인타운,디지니골프,"경기도 고양시 일산서구 탄중로 111 (덕이동), 3-A동 103호",진정자,319224690,의류 및 잡화,,,
39323,덕이동로데오메인타운,두원상사,"경기도 고양시 일산서구 탄중로 111 (덕이동), 3-B동 107호",송대영,319226126,의류,,,
39322,덕이동로데오메인타운,팜스프링스 일산덕이점,"경기도 고양시 일산서구 탄중로 111 (덕이동), B동 108호",서옥자,319141137,의류,,,
39321,덕이동로데오메인타운,엘르골프(덕이점),"경기도 고양시 일산서구 탄중로 111 (덕이동), 3-B-110호",박성준외 1 명,319145473,스포츠의류및잡화,,,
39320,덕이동로데오메인타운,볼빅브이닷 일산덕이점,"경기도 고양시 일산서구 탄중로 111 (덕이동), 104호",최영준,319163531,스포츠의류 및 악세사리,,,
39319,덕이동로데오메인타운,서광모드 광익점,"경기도 고양시 일산서구 탄중로 111 (덕이동), 3-B동 105호",안성돈,319258249,스포츠의류,,,
39318,덕이동로데오메인타운,세바스찬골프,"경기도 고양시 일산서구 탄중로 111 (덕이동), 3B동 103호",최현미,7075435407,스포츠용품,,,
39317,덕이동로데오메인타운,핑,"경기도 고양시 일산서구 탄중로 111 (덕이동), 3-B동 106호",임영아,319223335,스포츠용품,,,
39316,덕이동로데오메인타운,와이드앵글 일산덕이점,"경기도 고양시 일산서구 탄중로 111 (덕이동), A동 102호",장보윤,319225470,상품대리,,,
39315,덕이동로데오메인타운,베아토 타망고,"경기도 고양시 일산서구 탄중로 111 (덕이동), 2-B-104호",이수영,319137577,구두,,,
39314,덕이동로데오메인타운,비티알(BTR),"경기도 고양시 일산서구 탄중로 111 (덕이동), A동 104호",최양화,319127863,골프의류용품,,,
39313,덕이동로데오메인타운,원앤원스포츠,"경기도 고양시 일산서구 탄중로 111 (덕이동), 1-B-105",김미나,319118082,골프용품,,,
39312,덕이동패션1번지상가,네파,"경기도 고양시 일산서구 탄중로101번길 13, 네파매장",오주열,319254715,"판매대리(스포츠의류, 용품)",,,
39311,덕이동패션1번지상가,폴메이져,"경기도 고양시 일산서구 탄중로101번길13, 패션일번지 마레몬떼",계광순,-,의류판매,,,
39310,덕이동패션1번지상가,지오지아덕이점,"경기도 고양시 일산서구 탄중로101번길 13, 덕이동 패션일번지a동115,116호",이승희,319152676,의류외스포츠용품,,,
39309,덕이동패션1번지상가,발렌시아주식회사 용인지점,"경기도 용인시 기흥구 중부대로 64 (영덕동), (영덕동.프리미엄아울렛1층)",김영일,312041376,의류및잡화,,,
39308,덕이동패션1번지상가,지오송지오 덕이점,"경기도 고양시 일산서구 탄중로101번길 13 (덕이동), B동 148호",임진희,319193533,"의류,스포츠의류",,,
39307,덕이동패션1번지상가,비파스포츠덕이,"경기도 고양시 일산서구 탄중로101번길 13(덕이동), A동 111호",송인숙,-,"의류, 스포츠",,,
39306,덕이동패션1번지상가,향원패션,"경기도 고양시 일산서구 탄중로101번길 13, 패션1번지비동133호",손도희,319159163,"의류, 기능성의류",,,
39305,덕이동패션1번지상가,바쏘옴므,"경기도 고양시 일산서구 탄중로101번길 13, B동 145호",전영구,319198889,의류,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
39304,덕이동패션1번지상가,본(BON) 덕이점,"경기도 고양시 일산서구 탄중로101번길 13, 패션1번지 147",정성윤,319126574,의류,,,
39303,덕이동패션1번지상가,올젠,"경기도 고양시 일산서구 탄중로101번길 13, 패션1번지 B동 144호(덕이동)",김윤진,319117759,의류,,,
39302,덕이동패션1번지상가,조이너스,"경기도 고양시 일산서구 탄중로101번길 13 A동, 1층 107호 (조이너스)",최경옥,319258850,의류,,,
39301,덕이동패션1번지상가,지이크파랜하이트,"경기도 고양시 일산서구 탄중로101번길 13, A동 119호",김현창,319115665,의류,,,
39300,덕이동패션1번지상가,레노마레이디,"경기도 고양시 일산서구 탄중로101번길 13, A동 레노마레이디",김현정,319165989,여성스포츠의류,,,
39299,덕이동패션1번지상가,프로스펙스고양상설대리점,"경기도 고양시 일산서구 탄중로101번길13, 35호",이용일,-,"신발,의류,잡화",,,
39298,덕이동패션1번지상가,빠니깔레일산점,"경기도 고양시 일산서구 탄중로101번길 13, 118호",구민수,319157022,스포츠의류,,,
39297,덕이동패션1번지상가,제시유통,"경기도 고양시 일산서구 탄중로 101번길 13, 1층 제시유통(제시뉴욕)",양회순,319198155,스포츠의류,,,
39296,덕이동패션1번지상가,지프(일산덕이점),"경기도 고양시 일산서구 탄중로101번길 13(덕이동), B동 135,136호",마수황,319221600,스포츠의류,,,
39295,덕이동패션1번지상가,리폼하우스,"경기도 고양시 일산서구 탄중로101번길 13, 덕이동 패션 1번지 202호",기우격,319146441,수선,,,
39294,덕이동패션1번지상가,일산노스페이스,"경기도 고양시 일산서구 탄중로101번길13, 일산노스페이스",김종생,-,"등산용품,운동용품",,,
39293,덕이동패션1번지상가,까스텔바쟉일산덕이점,"경기도 고양시 일산서구 탄중로 111 (덕이동), 제3비동 1층 102호 까스텔바쟉일산덕이점",하영준,319153198,기타잡화,,,
39292,덕이동패션1번지상가,꼼빠니아,"경기 고양시 일산서구 탄중로101번길 13, 꼼빠니아",정명자,319193911,기타잡화,,,
39291,덕이동패션1번지상가,민스타일,"경기도 고양시 일산서구 탄중로101번길 13 (덕이동), 105 민스타일",송민영,319232542,기타잡화,,,
39290,덕이동패션1번지상가,구페,"경기도 고양시 일산서구 탄중로101번길 13, 1층 구페",서동만,319172136,구두,,,
39289,덕천시장,고성방앗간,"부산 북구 만덕대로78번길 22, (덕천동)",이광석,513325551,방앗간,,,
39288,덕풍전통시장,군산횟집,"경기도 하남시 수리북로 33, 군산횟집",장성국,-,횟집,,,
39287,덕풍전통시장,송엘림치킨(하남점),"경기도 하남시 수리북로 29 (덕풍동), 104호",오유순,317951182,한식 일반 음식점업,,,
39286,덕풍전통시장,태양식당,"경기도 하남시 수리북로 5-4, 태양식당",이진숙,-,한식,,,
39285,덕풍전통시장,물박사,"경기도 하남시 수리북로26, 1층",장진우,317947892,판매,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
39284,덕풍전통시장,싸닭,"경기도 하남시 덕풍동 322-8, 1층",신상호,-,치킨,,,
39283,덕풍전통시장,한우궁||chr(38)||경아두마리치킨,"경기도 하남시 수리북로 12-1, 경아두마리치킨",김양수,317917896,치킨,,,
39282,덕풍전통시장,에센브르제과,"경기도 하남시 수리북로 25, 에센브르제과",박윤열,317948812,제과점,,,
39281,덕풍전통시장,하이축산물백화점,"경기도 하남시 수리북로2, 하이축산물백화점",박성민,317943290,정육점,,,
39280,덕풍전통시장,한우일번가덕풍점,"경기도 하남시 수리북로 27, 한우일번가덕풍점",조연창,317934495,정육점,,,
39279,덕풍전통시장,금화식당,"경기도 하남시 수리북로 30 (덕풍동), 금화식당",안영숙,317944688,일반한식,,,
39278,덕풍전통시장,육해공,"경기도 하남시 수리북로 26 (덕풍동), 육해공",윤필남,317945912,일반한식,,,
39277,덕풍전통시장,장호축산,"경기도 하남시 수리북로 15, 장호축산",박진우,-,육류,,,
39276,덕풍전통시장,퀸,"경기도 하남시 수리북로2, 퀸",김수정,317951222,시계판매,,,
39275,덕풍전통시장,빵마을,"경기도 하남시 수리북로 6, 빵마을",김일,317916253,빵집,,,
39274,덕풍전통시장,언니네꼬마김밥,"경기도 하남시 수리북로 14, 언니네꼬마김밥",한옥자,-,분식,,,
39273,덕풍전통시장,봉화방앗간,"경기도 하남시 수리북로 29, 봉화방앗간",손병희,-,방앗간,,,
39272,덕풍전통시장,내고향빈대떡,"경기도 하남시 수리북로 27 (덕풍동), 내고향빈대떡",김혜림,317917056,반죽 제조업,,,
39271,덕풍전통시장,영헤어코디,"경기도 하남시 수리북로 33 (덕풍동), 영헤어코디",신혜경,317948100,미용원,,,
39270,덕풍전통시장,엄지떡방,"경기도 하남시 수리북로 16, 지하1층",김금옥,-,떡류,,,
39269,덕풍전통시장,대광과일,"경기도 하남시 수리북로 32 (덕풍동), 대광과일",이미화,317946990,농축수산품,,,
39268,덕풍전통시장,덕풍청과,"경기 하남시 수리북로 36, 덕풍청과",박동원,317951311,농축수산품,,,
39267,덕풍전통시장,우렁각시,"경기도 하남시 수리북로 14, 우렁각시",채진숙,317953312,김치,,,
39266,덕풍전통시장,광명비니루,"경기도 하남시 수리북로 21, 광명비니루",전찬구,-,기타잡화,,,
39265,덕풍전통시장,금노젠,"경기 하남시 수리북로 38, 금노젠",김숙자,-,기타잡화,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
39264,덕풍전통시장,김떡순,"경기도 하남시 수리북로 27, 김떡순",차승희,317969559,기타잡화,,,
39263,덕풍전통시장,누리소,"경기 하남시 수리북로22번길 14, 누리소",홍누리,-,기타잡화,,,
39262,덕풍전통시장,덕풍한돈한우정육식당,"경기도 하남시 수리북로 30, 1층(덕풍동), 덕풍한돈한우정육식당",오순자,317944709,기타잡화,,,
39261,덕풍전통시장,부뚜막,"경기도 하남시 수리북로 30, 1층(덕풍동), 부뚜막",박금선,-,기타잡화,,,
39260,덕풍전통시장,엄마손반찬,"경기 하남시 수리북로 16, 엄마손반찬",김은경,-,기타잡화,,,
39259,덕풍전통시장,착한 먹거리,"경기도 하남시 수리북로33, 착한 먹거리",장윤실,317956604,기타잡화,,,
39258,덕풍전통시장,착한정육점,"경기 하남시 수리북로 7, 착한정육점",강봉순,317930525,기타잡화,,,
39257,덕풍전통시장,홍어사랑,"경기도 하남시 수리북로 21, 홍어사랑",안진희,317947280,기타잡화,,,
39256,덕풍전통시장,하남떡집,"경기도 하남시 수리북로 25 (덕풍동), 하남떡집",이문균,317930087,기타음료식품,,,
39255,덕풍전통시장,석심건어물,"경기도 하남시 수리북로 26, 덕풍상가1층 8호(덕풍동)",김영분,317933744,건어물,,,
39254,덕풍전통시장,홍어나라,"경기도 하남시 수리북로16, 홍어나라",최이순,-,건어물,,,
39253,덕풍전통시장,성민건강원,"경기도 하남시 수리북로26, 성민건강원",전용순,-,건강원,,,
39252,덕하공설시장,덕하백양,"울산광역시 울주군 청량읍 덕하장터길 5-1, 덕하백양",장윤숙,522688935,기타잡화,,,
39251,덕하공설시장,덕하생활용품할인마트,"울산광역시 울주군 청량읍 덕하장터길 14-1, 덕하생활용품할인마트",석정희,522270647,기타잡화,,,
39250,도계시장,해피모바일,"경상남도 창원시 의창구 원이대로69번길 20-1, 103",홍창의,7088447541,휴대폰,,,
39249,도계시장,꽃밭에서,"경상남도 창원시 의창구 도계로60번길 9-19, 꽃밭에서",최미정,552773006,훼화,,,
39248,도계시장,대한코스메틱,"경상남도 창원시 의창구 도계로60번길 13-3, (도계동)",정용준,552774991,화장품,,,
39247,도계시장,뷰티화장품,"경상남도 창원시 의창구 도계로60번길 13-19, 뷰티화장품",배은주,-,화장품,,,
39246,도계시장,원조찹쌀순대촌,"경상남도 창원시 의창구 원이대로69번길24-4, 원조찹쌀순대촌",김평자,552888798,한식점업,,,
39245,도계시장,해물포차공도,"경상남도 창원시 의창구 원이대로69번길 20-19, 106호(도계동)",양성근,552765222,"한식,활어",,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
39244,도계시장,한우마을,"경상남도 창원시 의창구 원이대로69번길 20-16, (도계동)",이재희,552776293,한식(식육판매),,,
39243,도계시장,왕새우튀김,"경상남도 창원시 의창구 도계로60번길 13-19 (도계동), 1층",전봉자,-,한식 담배소매업,,,
39242,도계시장,김서방왕족발,"경상남도 창원시 의창구 원이대로69번길20-5, 김서방왕족발",김용주,552779295,한식,,,
39241,도계시장,김서방왕족발,"경상남도 창원시 의창구 원이대로69번길 20, 114",김용주,552779895,한식,,,
39240,도계시장,도계회센타,"경상남도 창원시 의창구 원이대로69번길24-4, 102호(도계동)",김봉선,552769208,한식,,,
39239,도계시장,돼지되지,"경상남도 창원시 의창구 원이대로 69번길 20-19, 107(도계동)",전진열,552739117,한식,,,
39238,도계시장,부산횟집,"경상남도 창원시 의창구 원이대로69번길20-16, 1층(도계동)",오경숙,552771511,한식,,,
39237,도계시장,뿐이포차,"경상남도 창원시 의창구 원이대로69번길13, 뿐이포차",박미영,7073999502,한식,,,
39236,도계시장,사랑채,"경상남도 창원시 의창구 원이대로69번길 20-16, (도계동)",김차숙,552766652,한식,,,
39235,도계시장,언니네가마솥통닭,"경상남도 창원시 의창구 원이대로69번길 20-7, 언니네가마솥통닭",김양숙,-,한식,,,
39234,도계시장,요링,"경상남도 창원시 마산회원구 석전동6길 37, 요링",서보경,552531346,한식,,,
39233,도계시장,원조수양족발||chr(38)||불등갈비찜,"경상남도 창원시 의창구 원이대로69번길20-11, 102호(도계동)",이성호,552888008,한식,,,
39232,도계시장,정가네횟집,"경상남도 창원시 의창구 원이대로69번길 20, 1층, 101호(도계동)",김진온,-,한식,,,
39231,도계시장,창원아구찜,"경상남도 창원시 의창구 원이대로69번길20-16, 창원아구찜",이현숙,552983042,한식,,,
39230,도계시장,창원포차,"경상남도 창원시 의창구 원이대로69번길 20-16,, 1층",이재희,552776293,한식,,,
39229,도계시장,평화육남매왕족발,"경상남도 창원시 의창구 원이대로69번길 20-22, (도계동, 신도상가105호)",박인순,-,한식,,,
39228,도계시장,한우돌곱창,"경상남도 창원시 의창구 원이대로69번길20-5, 한우돌곱창",최종민,-,한식,,,
39227,도계시장,강원한과,"경상남도 창원시 의창구 원이대로69번길 20-1, (도계동)",서민경,-,한과,,,
39226,도계시장,이승윤의 알통떡강정,"경상남도 창원시 의창구 원이대로69번길 20, 102호",김은희,552882999,치킨,,,
39225,도계시장,하동청과,"경상남도 창원시 의창구 원이대로69번길 20-22, 104(도계동)",박산길,552773655,청과물,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
39224,도계시장,은혜농산,"경상남도 창원시 의창구 원이대로69번길20-7, 은혜농산",이정훈,552887609,채소,,,
39223,도계시장,태영상회,"경상남도 창원시 의창구 원이대로69번길 20-12, 1층 13호(도계동)",김정애,552772776,즉석판매제조가공,,,
39222,도계시장,이원반찬,"경상남도 창원시 의창구 원이대로69번길 20-1, 101호",이종구,552762145,즉석판매(반찬),,,
39221,도계시장,서울마님죽,"경상남도 창원시 의창구 도계로60번길 13-16, 1층",김민기,552888336,"죽, 식혜",,,
39220,도계시장,반듯韓정육점,"경상남도 창원시 의창구 도계로60번길13-13, 103호(도계동,중원빌라)",박상호,552776953,정육점,,,
39219,도계시장,DC유통,"경상남도 창원시 의창구 도계로60번길 13-10 (도계동), 지하",이종호,552771044,잡화,,,
39218,도계시장,투앤제이헤어,"경상남도 창원시 의창구 원이대로81번길29, 투앤제이헤어",김여진,552884044,일반미용업,,,
39217,도계시장,우주공조시스템,"경상남도 창원시 의창구 도계로60번길13-3, 우주공조시스템",성미영,552770263,의류 설치 에어컨 냉동냉장설치,,,
39216,도계시장,제일싸게파는집,"경상남도 창원시 의창구 원이대로69번길 20-1, 제일싸게파는집",하이순,552736662,의류,,,
39215,도계시장,지니,"경상남도 창원시 의창구 도계로60번길13-12, 지니",신은진,-,의류,,,
39214,도계시장,필,"경상남도 창원시 의창구 도계로60번길 11, 필",강정민,552779382,의류,,,
39213,도계시장,헬로쥬시,"경상남도 창원시 의창구 도계로60번길 13-19, (도계동)",오승아,552882325,의류,,,
39212,도계시장,베이비프라임,"경상남도 창원시 의창구 원이대로69번길 20-11, (도계동)",배희정,552881300,유아복,,,
39211,도계시장,수정해물,"경상남도 창원시 의창구 도계로60번길13-3, 수정해물",황희자,552389753,"야채,해물",,,
39210,도계시장,아름다운공간,"경상남도 창원시 의창구 원이대로69번길 20-12, (도계동,1층 제10호.14호)",김동석,552888959,"액세서리,잡화",,,
39209,도계시장,똥강아지,"경상남도 창원시 의창구 원이대로69번길20-12, 똥강아지",강명순,-,아동복,,,
39208,도계시장,도계신발백화점,"경상남도 창원시 의창구 도계로 60번길 13-19, (도계동)",박윤선,552779962,신발,,,
39207,도계시장,형제슈즈,"경상남도 창원시 의창구 도계로60번길13-13, 101호(도계동,중원빌라)",이학기,552772959,신발,,,
39206,도계시장,제일식육점,"경상남도 창원시 의창구 도계로60번길 13-19, 제일식육점",김차순,552778545,"식육,양념육외",,,
39205,도계시장,제일축산,"경상남도 창원시 의창구 도계로60번길 13-13, 108호",허경웅,552775881,"식육,양념육외",,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
39204,도계시장,닭쳐라 오리야,"경상남도 창원시 의창구 도계로60번길 13-13, 닭쳐라 오리야",조은주,552769952,"식육,양념육",,,
39203,도계시장,우연식품,"경상남도 창원시 의창구 도계로60번길13-13,, 104호(동계동,중원빌라)",노동점,-,"식육,양념육",,,
39202,도계시장,한우고을,"경상남도 창원시 의창구 도계로60번길 13-3, (도계동)",임미향,552888588,"식육,양념육",,,
39201,도계시장,창대축산,"경상남도 창원시 의창구 도계로60번길13-13, 창대축산",최선녀,552763141,식육 수육및양념육,,,
39200,도계시장,두레축산,"경상남도 창원시 의창구 원이대로69번길 20-15, (도계동)",이은정,552471112,식육,,,
39199,도계시장,빅세일마트,"경상남도 창원시 의창구 도계로60번길 13, (도계동, 1층)",김동수,552773092,슈퍼,,,
39198,도계시장,옛날아우내순대,"경상남도 창원시 의창구 원이대로69번길 30-13 (도계동, 리코명작빌라), 101호",김지영,552382236,순대.순대국밥,,,
39197,도계시장,동읍생선,"경상남도 창원시 의창구 도계로60번길13-13, 106호(도계동)",이보순,552964633,수산물(생선),,,
39196,도계시장,파스텔,"경상남도 창원시 의창구 원이대로69번길 23, (도계동),1층왼쪽옷가게 (시장안쪽)",김성정,552779950,셔츠및기타의속소매,,,
39195,도계시장,DC마트,"경상남도 창원시 의창구 도계로60번길 21, DC마트",하선희,552997517,"생활용품,잡화,식품,완구",,,
39194,도계시장,도계생선,"경상남도 창원시 의창구 도계로60번길, 13-3(도계동)",황명옥,552774291,생선,,,
39193,도계시장,둘리왕만두,"경상남도 창원시 의창구 도계로60번길 13-16, 둘리왕만두",주영옥,552738700,분식,,,
39192,도계시장,정아네칼국수,"경상남도 창원시 의창구 원이대로69번길 20-12 (도계동), 16호",이을선,-,분식,,,
39191,도계시장,승혜식품,"경상남도 창원시 의창구 도계로60번길 13-13 (도계동, 중원빌라), 1층105호(도계동,중원빌라)",김승혜,552760485,반찬,,,
39190,도계시장,한울유통,"경상남도 창원시 의창구 도계로60번길9-5, 101호(도계동)",김정희,552888191,"메리야스,잡화",,,
39189,도계시장,대장금떡집,"경상남도 창원시 의창구 원이대로69번길20, 103(도계동)",제희섭,552659021,떡집,,,
39188,도계시장,신바람떡집,"경상남도 창원시 의창구 도계로60번길13-14, 신바람떡집",조성현,552383579,떡방아간 전자상거래업,,,
39187,도계시장,낙원떡전문점,"경상남도 창원시 의창구 도계로60번길13-10, 낙원떡전문점",김지은,552739988,떡,,,
39186,도계시장,승리떡일번지,"경상남도 창원시 의창구 도계로60번길13-19, 승리떡일번지",정해용,552772960,떡,,,
39185,도계시장,지은식품,"경상남도 창원시 의창구 원이대로69번길 20-11 (도계동), 101",박귀순,552773033,두부 및 유사 식품 제조업,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
39184,도계시장,넛앤피플,"경상남도 창원시 의창구 도계로60번길 13-19, (도계동)",이정일,-,"농산물,견과류",,,
39183,도계시장,반성상회,"경상남도 창원시 의창구 원이대로69번길 20-15, (도계동)",이유원,552888257,농산물,,,
39182,도계시장,라보라도계점,"경상남도 창원시 의창구 도계로 60번길 13-3, (도계동)",신용기,552779160,내의,,,
39181,도계시장,일가포차,"경상남도 창원시 의창구 원이대로69번길20-19,, 105호(도계동)",김영순,552810711,기타음식,,,
39180,도계시장,도계포차,"경상남도 창원시 의창구 원이대로69번길24-4, 101(도계동)",김영란,552777009,기타,,,
39179,도계시장,성도상회,"경상남도 창원시 의창구 도계로60번길 13-13, 107호",임정섭,552771650,기타,,,
39178,도계시장,현이네포차,"경상남도 창원시 의창구 도계로60번길 13-13, 현이네 튀김",김세진,552885265,기타,,,
39177,도계시장,창원농산물직판장,"경상남도 창원시 의창구 원이대로69번길23, 창원농산물직판장",김정숙,-,과일,,,
39176,도계시장,털보과일,"경상남도 창원시 의창구 의창구 도계로60번길 13-12, 털보과일",신창규,552777143,과일,,,
39175,도계시장,덕부상회,"경상남도 창원시 의창구 원이대로69번길 20-19, (도계동)",박정수,552733359,과실,,,
39174,도계시장,합천종합식품,"경상남도 창원시 의창구 도계로18번길 38, 도계동",송해섭,552735931,"계란,식품",,,
39173,도계시장,부산식품,"경상남도 창원시 의창구 도계로60번길 13-14, 부산식품",전명재,552385049,건어물,,,
39172,도곡시장,쎄일쎄일화장품,"서울특별시 강남구 선릉로63길 7 (역삼동), 건너편 쎄일쎄일 화장품",고정순,25674863,화장품,,,
39171,도곡시장,아리따움한티역점,"서울특별시 강남구 선릉로 313 (역삼동), 삼미빌딩 1층 아호",유재용,25635756,화장품,,,
39170,도곡시장,도곡수산,"서울시 강남구 선릉로63길 13, 동측1호 지상1층",이영빈,232889717,"한식,수산물",,,
39169,도곡시장,대박닭강정,"서울시 강남구 선릉로63길 7, 대박닭강정",김순미,25628869,치킨,,,
39168,도곡시장,강남철물,"서울시 강남구 선릉로 313, 1층 파호",김완숙,25662993,철물,,,
39167,도곡시장,대천고추집,"서울시 강남구 선릉로 313, 대천고추집",박홍근,25584433,채소,,,
39166,도곡시장,슈퍼키친 도곡렉슬점,"서울특별시 강남구 선릉로 225 (도곡동), 지하1층 105호",최건영,25750777,조리 반찬류 소매업,,,
39165,도곡시장,슈퍼키친 도곡시장점,"서울특별시 강남구 선릉로69길 19 (역삼동, 역삼래미안아파트), 제상가동 제1층 제103호",최건영,232880777,조리 반찬류 소매업,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
39164,도곡시장,축산사랑,"서울시 강남구 선릉로63길 7, 축산사랑",정봉구,-,식육,,,
39163,도곡시장,진흥마켓,"서울특별시 강남구 선릉로63길 9 (역삼동), 1층진흥마켓",이춘식,25546868,슈퍼마켓,,,
39162,도곡시장,진흥마켓,"서울특별시 강남구 선릉로63길 9 (역삼동), 1층 진흥마켓",이혁,25546868,슈퍼마켓,,,
39161,도곡시장,(주)대농그린마트,"서울특별시 강남구 선릉로63길 13 (역삼동), 대농그린마트",전상숙,25663374,"슈퍼,위탁매매,양곡",,,
39160,도곡시장,부부생선,"서울시 강남구 선릉로 313, 삼미빌딩 1층 가호",정미자,25584261,생선,,,
39159,도곡시장,싱싱반찬,"서울시 강남구 선릉로63길 7, 1층 3호 (역삼동)",송갑연,-,반찬가게,,,
39158,도곡시장,바른반찬,"서울시 강남구 도곡로57길 18, 1층 바른반찬",김정숙,25584669,반찬,,,
39157,도곡시장,문구천사,"서울특별시 강남구 선릉로63길 7 (역삼동), 2층",김영희,25564008,"문구, 교재, 완구, 잡화",,,
39156,도곡시장,영동손떡집,"서울시 강남구 선릉로 313, 나,다호 (역삼동,1층)",임옥순,25632980,떡류,,,
39155,도곡시장,충남야채,"서울특별시 강남구 선릉로63길 9 영동빌라 1025||chr(47)||8, 충남야채",이종순,27436338,농축수산품,,,
39154,도곡시장,영재모아,"서울시 강남구 선릉로 313, (삼미빌딩)",이재식,25653574,내의,,,
39153,도곡시장,피터팬꽈배기,"서울특별시 강남구 도곡로57길 18, 101호 (역삼동), 피터팬꽈배기",이재연,-,기타잡화,,,
39152,도곡시장,진금당,"서울특별시 강남구 선릉로 313(역삼동), 진금당 삼미빌딩차호",기호훈,25524406,귀금속,,,
39151,도깨비시장,참정육점,"전라남도 여수시 무선로 18(학동), 107호",임수미,-,식육즉석판매가공 마트,,,
39150,도깨비시장,큐마트,"전라남도 여수시 학동서4길 5, 큐마트",김기수,-,"슈퍼, 담배",,,
39149,도깨비시장,(유) 여수바다로,"전라남도 여수시 소호로 634, (유) 여수바다로",김정용,616813756,"수산물,수산물가공,식품소분업,통신판매",,,
39148,도리섬상점가,머구리,"경기도 안산시 단원구 광덕3로 175-11, 111호",이영렬,314149500,횟집,,,
39147,도리섬상점가,아로마테라피,"경기도 안산시 단원구 광덕3로 167-18 (고잔동), 삼성타운305호",최경희,314104779,화장품,,,
39146,도리섬상점가,바다회직판장,"경기도 안산시 광덕3로 175-11, 106호~109호",이수남,314138803,한식점업,,,
39145,도리섬상점가,주전자,"경기 안산시 단원구 광덕동로 95, 111호",김양희,7044070339,한식점업,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
39144,도리섬상점가,인기명 안산고잔점,"경기도 안산시 단원구 광덕3로 175-11 (고잔동), 118~120호",조미란,314112042,한식 일반 음식점업,,,
39143,도리섬상점가,반반한 명태가,"경기도 안산시 단원구 광덕3로 167-18 (고잔동), 101,102,103호(고잔동,삼성타운)",장진식,314033204,한식 음식점업,,,
39142,도리섬상점가,광양참숯불구이,"경기도 안산시 단원구 고잔동 727-1, 제일프라자 206호",이영만,-,한식,,,
39141,도리섬상점가,서울마님죽(안산점),"경기도 안산시 단원구 광덕동로 95 (고잔동), 103호",현행임,314396336,한식,,,
39140,도리섬상점가,옛날부추곱창,"경기도 안산시 광덕3로 175-3, 101호",김정은,314130149,한식,,,
39139,도리섬상점가,이가본식당,"경기도 안산시 단원구 광덕동로 95 (고잔동), 궁전타워106",박둘원,314809992,한식,,,
39138,도리섬상점가,장수칼국수,"경기 안산시 단원구 광덕4로 180, 112호",김옥섭,314756955,한식,,,
39137,도리섬상점가,제주도깨비,"경기도 안산시 단원구 광덕3로 167-6, 102호, 103호 (고잔동, 뉴골드타운)",박병익,314017789,한식,,,
39136,도리섬상점가,초지참숯불갈비,"경기도 안산시 단원구 광덕동로 99 (고잔동), 현대타운105호",김연화,314394392,한식,,,
39135,도리섬상점가,한창희찬하일면,"경기도 안산시 단원구 광덕동로 101, 101호(두일빌딩)",이명원,314847978,한식,,,
39134,도리섬상점가,해마을감자탕고잔점,"경기도 안산시 단원구 광덕 3로 167-12, 105호",김화균,314390888,한식,,,
